openTime,open,high,low,close,volume
2023-09-04 16:00:00+00:00,25803.9,25936.9,25610.0,25814.0,61881.73
2023-09-05 00:00:00+00:00,25814.0,25833.1,25531.2,25724.7,50839.96
2023-09-05 08:00:00+00:00,25724.7,25900.0,25610.0,25747.9,96423.586
2023-09-05 16:00:00+00:00,25747.9,25837.7,25660.0,25779.7,39376.399
2023-09-06 00:00:00+00:00,25779.7,25858.5,25711.0,25715.0,30892.444
2023-09-06 08:00:00+00:00,25715.1,25769.3,25530.0,25576.3,72674.395
2023-09-06 16:00:00+00:00,25576.3,26052.0,25326.0,25747.4,147555.821
2023-09-07 00:00:00+00:00,25747.4,25838.0,25710.3,25750.9,29200.922
2023-09-07 08:00:00+00:00,25751.0,25824.7,25602.3,25766.7,64333.323
2023-09-07 16:00:00+00:00,25766.7,26451.0,25760.0,26240.7,163815.657
2023-09-08 00:00:00+00:00,26240.7,26437.5,26171.0,26244.1,70294.386
2023-09-08 08:00:00+00:00,26244.0,26257.9,25630.0,25829.8,129414.159
2023-09-08 16:00:00+00:00,25829.9,25923.1,25707.0,25899.8,49561.216
2023-09-09 00:00:00+00:00,25899.9,25900.1,25820.0,25871.0,20978.664
2023-09-09 08:00:00+00:00,25871.0,25921.5,25781.5,25881.9,30009.479
2023-09-09 16:00:00+00:00,25881.9,25940.6,25834.3,25892.6,16921.667
2023-09-10 00:00:00+00:00,25892.6,25893.9,25727.8,25843.0,31219.449
2023-09-10 08:00:00+00:00,25843.1,25856.1,25702.0,25764.1,37009.883
2023-09-10 16:00:00+00:00,25764.1,26037.3,25508.7,25828.4,94743.081
2023-09-11 00:00:00+00:00,25828.4,25895.0,25639.8,25801.3,57761.389
2023-09-11 08:00:00+00:00,25801.4,25817.9,24915.0,25102.5,262943.739
2023-09-11 16:00:00+00:00,25102.4,25240.6,24888.0,25150.4,106511.246
2023-09-12 00:00:00+00:00,25150.4,25989.6,25116.4,25810.2,204946.926
2023-09-12 08:00:00+00:00,25810.2,26397.0,25720.0,26192.4,212373.452
