entry_ts,exit_ts,date_sgt,entry,exit,reason,pnl,ret_pct,hold_bars,session,range_hours
2026-06-12 07:00:00+00:00,2026-06-12 09:00:00+00:00,2026-06-12,62956.0,63536.4,SELL_RANGE,80.08797529449163,0.8013605692864881,8,13:00-16:00 SGT,4
2026-07-08 05:45:00+00:00,2026-07-08 07:45:00+00:00,2026-07-08,62590.0,62854.1,SELL_RANGE,30.39328872465061,0.30169921712733433,8,13:00-16:00 SGT,4
2026-07-31 05:45:00+00:00,2026-07-31 06:15:00+00:00,2026-07-31,64260.3,64432.4,SELL_RANGE,14.91979440959299,0.14765629790087897,2,13:00-16:00 SGT,4
