openTime,symbol,expiry,open,high,low,close,volume
2024-05-22 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,71127.8,71691.8,69649.3,70150.0,539.773
2024-05-23 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,70150.1,71049.4,67000.1,68845.3,776.418
2024-05-24 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68838.0,70088.6,67428.0,69367.1,489.456
2024-05-25 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69372.8,70332.2,69308.1,70052.4,270.925
2024-05-26 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,70051.1,70323.5,68853.6,69229.3,315.46
2024-05-27 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69229.4,71492.4,68976.6,70188.1,533.011
2024-05-28 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,70189.0,70359.7,68000.6,69181.9,670.667
2024-05-29 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69188.4,69703.7,67766.6,68280.7,527.399
2024-05-30 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68273.4,70127.0,67715.7,68939.7,567.272
2024-05-31 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68949.7,69636.5,67207.3,68116.7,521.749
2024-06-01 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68128.6,68474.9,67981.5,68336.0,193.381
2024-06-02 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68336.0,69130.0,67856.7,68355.4,426.726
2024-06-03 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68379.9,71000.0,68217.0,69420.9,817.477
2024-06-04 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69423.1,71670.2,69154.2,71119.9,491.236
2024-06-05 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,71110.7,72360.6,70978.0,71617.0,681.548
2024-06-06 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,71621.8,72241.1,70629.8,71345.9,341.003
2024-06-07 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,71340.7,72608.7,68685.2,69861.2,689.351
2024-06-08 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69861.1,70089.7,69638.8,69793.9,181.35
2024-06-09 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69791.3,70341.1,69560.1,70135.7,177.435
2024-06-10 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,70140.9,70628.1,69607.5,69958.9,257.219
2024-06-11 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,69963.3,70016.8,66235.8,67620.3,942.547
2024-06-12 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,67625.9,70414.1,67201.7,68622.6,726.718
2024-06-13 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,68620.0,68749.9,66588.0,67110.9,570.072
2024-06-14 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,67127.1,67675.0,65293.2,66295.7,508.066
2024-06-15 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,66293.6,66769.6,66085.0,66441.6,155.396
2024-06-16 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,66443.5,67220.0,66256.0,66928.7,132.616
2024-06-17 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,66924.5,67492.4,65214.5,66669.7,1016.162
2024-06-18 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,66662.1,66755.0,64103.0,65333.6,831.052
2024-06-19 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,65337.4,65902.6,64788.9,65098.7,402.406
2024-06-20 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,65084.9,66634.4,64673.7,64987.0,503.818
2024-06-21 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,64978.0,65183.5,63496.1,64238.9,624.016
2024-06-22 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,64248.8,64640.5,64027.6,64350.8,177.8
2024-06-23 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,64344.4,64623.8,63253.7,63281.2,221.944
2024-06-24 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,63290.6,63413.7,58325.5,60339.8,1681.025
2024-06-25 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,60335.5,62500.0,60295.3,61857.7,831.382
2024-06-26 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,61848.5,62549.9,60735.2,60893.5,494.956
2024-06-27 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,60891.1,62365.3,60631.0,61719.6,876.821
2024-06-28 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,61714.9,62221.6,61407.1,61440.0,149.877
2024-06-29 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,61440.0,61440.0,61440.0,61440.0,0.0
2024-06-30 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,61440.0,61440.0,61440.0,61440.0,0.0
2024-07-01 00:00:00+00:00,BTCUSDT_240628,2024-06-28 00:00:00+00:00,61440.0,61440.0,61440.0,61440.0,0.0
2024-03-29 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70115.5,79098.7,70115.5,77521.9,380.271
2024-03-30 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,77535.6,78872.6,77372.1,78028.5,182.64
2024-03-31 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,78021.6,81502.7,78001.2,81330.4,160.112
2024-04-01 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,81324.1,81340.1,76300.0,77353.4,386.983
2024-04-02 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,77335.8,77386.5,70839.8,71899.2,433.787
2024-04-03 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71900.2,73400.0,70558.0,72164.6,336.824
2024-04-04 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72120.8,76207.9,71189.3,75082.0,419.616
2024-04-05 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,75070.8,75554.6,72248.3,74317.9,360.876
2024-04-06 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,74338.2,75780.7,73784.7,75021.9,152.223
2024-04-07 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,75035.1,76734.1,74939.4,75635.4,196.55
2024-04-08 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,75617.4,80430.0,75339.3,78799.4,460.042
2024-04-09 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,78809.0,78954.3,74867.2,75919.0,375.455
2024-04-10 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,75821.4,77869.5,74081.3,77321.4,471.642
2024-04-11 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,77325.4,77975.0,76036.7,76235.2,371.81
2024-04-12 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,76246.8,77686.5,70300.0,72636.2,734.526
2024-04-13 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72629.0,73321.3,62670.9,68084.7,852.336
2024-04-14 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,68098.0,70170.1,66200.0,70027.8,408.503
2024-04-15 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70022.6,71536.8,66177.6,67474.4,630.953
2024-04-16 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67484.6,68145.4,65379.9,67655.1,621.917
2024-04-17 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67652.1,68600.0,62693.5,64348.7,809.728
2024-04-18 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,64320.8,67519.3,63861.4,66744.7,431.921
2024-04-19 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66755.1,68750.0,62457.5,66538.9,698.892
2024-04-20 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66542.0,68360.8,65812.1,67965.8,257.004
2024-04-21 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67971.1,68879.6,67288.9,68083.8,210.847
2024-04-22 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,68084.2,70899.0,67645.8,70475.8,442.134
2024-04-23 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70463.1,70876.4,69332.9,70023.6,210.051
2024-04-24 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70020.3,70771.6,67024.6,67826.1,351.097
2024-04-25 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67806.9,68635.0,65986.3,67835.5,352.061
2024-04-26 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67829.6,68148.2,66558.4,67001.4,266.758
2024-04-27 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67005.9,67155.0,65400.0,66531.0,225.672
2024-04-28 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66565.9,67552.9,65742.1,66099.1,181.652
2024-04-29 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66079.3,67007.0,64500.0,66623.3,319.418
2024-04-30 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66634.6,67563.1,61333.1,62941.2,620.192
2024-05-01 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,62940.7,63139.6,58036.2,60082.8,1082.255
2024-05-02 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,60085.2,61647.5,58744.7,60970.6,553.703
2024-05-03 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,60966.5,65760.6,60713.8,65296.8,562.488
2024-05-04 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,65296.8,67143.0,65000.0,66483.2,405.001
2024-05-05 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66480.6,67094.2,65428.1,66518.2,443.274
2024-05-06 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,66528.1,68099.9,65200.0,65774.5,700.949
2024-05-07 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,65780.8,67139.4,64836.7,64920.9,327.22
2024-05-08 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,64867.8,65611.1,63285.7,63656.8,759.362
2024-05-09 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,63637.2,65961.5,63056.0,65526.6,386.313
2024-05-10 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,65528.7,65855.1,62448.9,63006.1,358.562
2024-05-11 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,63021.5,63741.8,62655.6,63034.6,107.819
2024-05-12 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,63038.7,64094.4,62800.0,63708.0,100.129
2024-05-13 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,63723.9,65777.4,62962.9,65218.9,312.676
2024-05-14 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,65214.2,65367.3,63386.3,63782.8,363.825
2024-05-15 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,63776.1,68971.4,63547.9,68666.0,480.39
2024-05-16 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,68667.1,69476.3,66970.9,67694.9,300.533
2024-05-17 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,67701.9,70085.3,67530.9,69557.2,265.275
2024-05-18 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,69559.9,70006.0,69200.0,69606.2,143.7
2024-05-19 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,69598.1,70539.7,68553.8,68970.0,173.512
2024-05-20 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,68972.9,74999.9,68757.7,74781.1,565.862
2024-05-21 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,74807.7,75425.2,72530.0,73572.2,532.552
2024-05-22 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,73581.6,74222.7,72253.3,72667.4,284.747
2024-05-23 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72667.4,73711.1,69363.2,71427.9,463.324
2024-05-24 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71420.8,72711.5,69895.4,71961.7,216.952
2024-05-25 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71959.0,72856.4,71831.7,72592.6,170.763
2024-05-26 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72617.5,72856.3,71013.4,71705.8,102.359
2024-05-27 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71696.9,74068.1,71471.4,72747.7,248.855
2024-05-28 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72747.6,72991.1,70350.6,71688.7,229.38
2024-05-29 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71708.0,72307.0,70365.2,70883.2,178.216
2024-05-30 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70878.5,72868.8,70234.3,71589.9,201.481
2024-05-31 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,71582.9,72170.9,69716.5,70684.9,263.787
2024-06-01 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70699.0,71017.7,70543.3,70897.4,81.521
2024-06-02 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70897.7,71691.0,70414.2,70935.2,124.341
2024-06-03 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70918.9,73642.1,70745.5,72032.7,268.357
2024-06-04 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72040.2,74199.9,71702.0,73611.9,229.161
2024-06-05 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,73590.9,75019.7,73468.2,74276.8,286.368
2024-06-06 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,74241.3,74878.9,73075.2,73963.3,145.415
2024-06-07 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,73957.2,75334.6,71500.0,72460.0,398.526
2024-06-08 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72460.0,72690.0,72234.9,72360.0,145.873
2024-06-09 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72359.9,72936.9,72158.6,72724.2,94.623
2024-06-10 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72742.3,73231.1,72161.8,72544.1,183.803
2024-06-11 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,72536.3,72602.2,68182.8,69775.2,832.92
2024-06-12 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,69768.9,72622.8,69346.6,70745.0,664.458
2024-06-13 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,70742.0,70915.0,68626.6,69222.5,435.981
2024-06-14 00:00:00+00:00,BTCUSDT_240927,2024-09-27 00:00:00+00:00,69238.2,69784.8,67291.5,68353.9,326.897
