date,open,high,low,close,volume,signal,ret,pos,turnover,cost,strategy_ret,equity,daily_pnl,year
2020-01-19 00:00:00+00:00,8915.09,9198.98,8466.0,8701.7,70676.889259,0.0,-0.024031063396426022,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-20 00:00:00+00:00,8701.72,8746.99,8521.28,8642.35,38896.639746,0.0,-0.006820506337842036,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-21 00:00:00+00:00,8642.35,8789.0,8488.0,8736.03,36494.687659,0.0,0.010839644309707408,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-22 00:00:00+00:00,8736.04,8818.0,8590.0,8682.36,29080.557137999996,0.0,-0.006143522858781392,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-23 00:00:00+00:00,8682.77,8691.81,8306.39,8404.52,48165.944597,0.0,-0.03200051598874043,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-24 00:00:00+00:00,8404.52,8528.02,8238.0,8439.0,41687.529529,0.0,0.0041025543398076625,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-25 00:00:00+00:00,8438.99,8451.26,8254.9,8340.58,25521.157932000002,0.0,-0.011662519255836057,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-26 00:00:00+00:00,8340.01,8618.13,8293.66,8615.0,31130.485163999998,0.0,0.032901788604629445,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-27 00:00:00+00:00,8614.39,9000.0,8535.0,8907.57,53973.542996000004,0.0,0.0339605339524085,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-28 00:00:00+00:00,8907.57,9400.0,8862.4,9374.21,74584.853765,0.0,0.05238690237629329,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-29 00:00:00+00:00,9375.34,9449.24,9216.0,9301.53,53864.065122,0.0,-0.007753186668529755,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-01-30 00:00:00+00:00,9301.57,9578.0,9204.44,9513.21,60626.744259,0.0,0.022757546339150503,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-01-31 00:00:00+00:00,9511.52,9530.22,9210.01,9352.89,45552.022352,0.0,-0.01685235582942035,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-01 00:00:00+00:00,9351.71,9464.53,9281.0,9384.61,28578.067354,0.0,0.0033914650979538497,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-02 00:00:00+00:00,9384.41,9477.03,9120.0,9331.51,45690.91254,0.0,-0.005658199967819688,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-03 00:00:00+00:00,9331.59,9618.79,9234.0,9292.24,50892.133451,0.0,-0.004208322125786812,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-04 00:00:00+00:00,9291.35,9350.0,9093.01,9197.02,53308.175266000006,0.0,-0.01024726007937804,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-05 00:00:00+00:00,9197.02,9744.45,9177.22,9612.04,64870.415615,0.0,0.04512548629882285,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-06 00:00:00+00:00,9612.03,9862.57,9526.35,9772.0,64949.706588,0.0,0.016641628624100457,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-07 00:00:00+00:00,9772.0,9885.0,9730.0,9813.73,43966.114632000004,0.0,0.004270364306180774,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-08 00:00:00+00:00,9813.87,9940.0,9667.11,9895.05,43600.843666,0.0,0.008286349838440676,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-09 00:00:00+00:00,9895.04,10166.0,9880.75,10151.75,43408.475615999996,0.0,0.025942264061323606,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-10 00:00:00+00:00,10151.72,10188.0,9756.0,9851.83,59573.084619,0.0,-0.02954367473588293,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-11 00:00:00+00:00,9851.74,10323.59,9700.0,10223.08,62422.395224,0.0,0.03768335426007141,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-12 00:00:00+00:00,10223.08,10450.0,10223.08,10326.46,61008.06393,0.0,0.01011241230627169,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-13 00:00:00+00:00,10325.33,10500.0,10080.0,10229.63,79344.358759,0.0,-0.009376882300420442,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-14 00:00:00+00:00,10227.78,10381.56,10111.37,10344.36,47038.480173,0.0,0.011215459405667705,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-15 00:00:00+00:00,10344.36,10375.0,9801.0,9904.72,57657.202947,0.0,-0.04250045435387029,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-16 00:00:00+00:00,9904.46,10050.0,9638.12,9917.27,60023.999537,0.0,0.0012670726683845501,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-17 00:00:00+00:00,9910.7,9964.16,9452.67,9706.0,70261.01190099999,0.0,-0.021303241718739208,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-18 00:00:00+00:00,9706.0,10250.0,9576.01,10164.71,70604.124019,0.0,0.04726045744900054,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-19 00:00:00+00:00,10164.78,10250.0,9350.0,9593.79,55162.586895,0.0,-0.0561668753953628,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-20 00:00:00+00:00,9594.65,9699.0,9400.0,9596.42,60152.342914,0.0,0.00027413566484146834,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-21 00:00:00+00:00,9597.21,9755.51,9550.21,9677.05,42181.554524,0.0,0.00840209161333072,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-22 00:00:00+00:00,9677.05,9709.17,9560.02,9650.86,24636.757623,0.0,-0.002706403294392312,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-23 00:00:00+00:00,9650.85,9990.0,9645.0,9936.4,37702.089843,0.0,0.02958700053673957,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-24 00:00:00+00:00,9936.4,9990.0,9473.56,9656.13,55796.59612,0.0,-0.028206392657300516,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-25 00:00:00+00:00,9655.52,9675.0,9250.0,9315.84,54379.344552,0.0,-0.03524082629376357,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-26 00:00:00+00:00,9316.48,9377.44,8633.63,8785.25,92130.345482,0.0,-0.056955679788403435,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-27 00:00:00+00:00,8786.0,8971.77,8531.0,8823.21,72483.57876199999,0.0,0.00432087874562459,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-02-28 00:00:00+00:00,8823.25,8900.0,8445.0,8692.91,71155.208977,0.0,-0.014767867930152279,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-02-29 00:00:00+00:00,8690.8,8790.0,8523.55,8523.61,36748.183034999995,0.0,-0.01947564164359228,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-01 00:00:00+00:00,8523.61,8750.0,8411.0,8531.88,43892.201778999995,0.0,0.0009702461750360492,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-02 00:00:00+00:00,8530.3,8965.75,8498.0,8915.24,60401.317729999995,0.0,0.04493265259239476,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-03 00:00:00+00:00,8911.18,8919.65,8651.0,8760.07,55154.997282,0.0,-0.017405027795101446,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-04 00:00:00+00:00,8760.07,8848.29,8660.0,8750.87,38696.482577999996,0.0,-0.0010502199183338723,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-05 00:00:00+00:00,8750.99,9159.42,8746.54,9054.68,58201.866355,0.0,0.034717690926730604,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-06 00:00:00+00:00,9054.64,9170.0,8985.5,9131.88,43782.948044000004,0.0,0.008525977726435263,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-07 00:00:00+00:00,9130.89,9188.0,8835.0,8886.66,45422.204525,0.0,-0.026853178096952535,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-08 00:00:00+00:00,8885.25,8886.76,8000.0,8033.31,77537.315166,0.0,-0.09602595350784204,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-09 00:00:00+00:00,8034.76,8179.31,7632.01,7929.87,116968.863268,0.0,-0.012876385948008995,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-10 00:00:00+00:00,7929.87,8149.0,7728.01,7894.56,86783.443875,0.0,-0.004452784219665551,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-11 00:00:00+00:00,7894.57,7980.0,7590.0,7934.52,79942.41117200001,0.0,0.005061713382379818,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-12 00:00:00+00:00,7934.58,7966.17,4410.0,4800.0,261505.60865299997,0.0,-0.3950484717412017,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-13 00:00:00+00:00,4800.01,5955.0,3782.13,5578.6,402201.673764,0.0,0.1622083333333335,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-14 00:00:00+00:00,5576.05,5640.52,5055.13,5172.06,136910.13597399998,0.0,-0.07287491485318898,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-15 00:00:00+00:00,5172.48,5940.0,5093.1,5361.3,139916.146534,0.0,0.03658890268094339,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-16 00:00:00+00:00,5360.33,5365.42,4442.12,5028.97,227276.92276,0.0,-0.06198683155204898,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-17 00:00:00+00:00,5028.86,5525.0,4921.45,5312.64,150089.926318,0.0,0.05640717681751939,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-18 00:00:00+00:00,5312.64,5436.17,5009.37,5393.04,137127.63489400002,0.0,0.015133718829056564,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-19 00:00:00+00:00,5393.26,6400.0,5252.53,6162.37,199020.873439,0.0,0.14265238158812088,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-20 00:00:00+00:00,6162.05,6900.0,5670.0,6208.36,219298.329514,0.0,0.0074630377598228215,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-21 00:00:00+00:00,6204.57,6456.98,5860.02,6186.98,128913.668363,0.0,-0.0034437435973430075,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-22 00:00:00+00:00,6187.04,6407.87,5734.01,5816.19,119115.99052699999,0.0,-0.05993069316532462,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-23 00:00:00+00:00,5816.05,6600.0,5688.0,6467.31,164674.215785,0.0,0.11194957523739779,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-24 00:00:00+00:00,6465.25,6833.0,6371.33,6744.72,151138.009878,0.0,0.04289418630002273,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-25 00:00:00+00:00,6744.69,6957.96,6450.0,6677.43,132155.73498900002,0.0,-0.009976692879763771,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-26 00:00:00+00:00,6677.42,6780.0,6510.0,6737.36,83026.555211,0.0,0.0089750098466026,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-27 00:00:00+00:00,6737.27,6842.59,6261.0,6359.11,82914.968354,0.0,-0.05614216844580078,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-28 00:00:00+00:00,6359.11,6360.0,6024.0,6236.65,93159.693429,0.0,-0.01925741180762719,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-29 00:00:00+00:00,6236.65,6266.0,5866.56,5881.42,63311.627714,0.0,-0.05695846327756082,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-03-30 00:00:00+00:00,5880.5,6599.0,5857.76,6394.38,118889.549992,0.0,0.0872170326213737,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-03-31 00:00:00+00:00,6394.45,6523.23,6321.4,6410.44,72337.595259,0.0,0.002511580481610265,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-01 00:00:00+00:00,6412.14,6679.94,6150.11,6642.92,97500.7524,0.0,0.03626584134630395,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-02 00:00:00+00:00,6643.36,7198.0,6551.0,6794.09,149299.906871,0.0,0.022756558862668808,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-03 00:00:00+00:00,6793.86,7048.0,6602.1,6734.1,104080.276939,0.0,-0.008829732900211718,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-04 00:00:00+00:00,6732.97,6990.41,6650.01,6856.99,72990.861139,0.0,0.018248912252565308,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-05 00:00:00+00:00,6857.41,6895.54,6677.52,6772.78,49685.356983,0.0,-0.012280898761701575,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-06 00:00:00+00:00,6772.78,7355.14,6765.0,7329.9,118052.00083199999,0.0,0.08225868845584827,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-07 00:00:00+00:00,7329.9,7459.69,7077.0,7197.32,103585.16891800001,0.0,-0.018087559175432144,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-08 00:00:00+00:00,7197.32,7420.0,7150.0,7361.28,76059.145838,0.0,0.022780701705634954,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-09 00:00:00+00:00,7360.26,7371.92,7108.08,7283.54,61094.872417,0.0,-0.010560663362893408,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-10 00:00:00+00:00,7283.54,7295.75,6739.98,6858.92,104674.623375,0.0,-0.05829857459422205,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-11 00:00:00+00:00,6858.92,6944.3,6760.0,6876.83,45470.293206,0.0,0.0026111982644496656,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-12 00:00:00+00:00,6876.84,7177.0,6780.0,6903.79,73868.666501,0.0,0.003920411003325741,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-13 00:00:00+00:00,6903.79,6903.79,6575.0,6837.91,96415.47657299999,0.0,-0.00954258458035373,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-14 00:00:00+00:00,6838.04,6978.0,6754.28,6868.7,69068.62328500001,0.0,0.0045028378554266,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-15 00:00:00+00:00,6868.57,6933.0,6605.0,6621.24,61571.38499399999,0.0,-0.03602719583036096,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-16 00:00:00+00:00,6621.25,7190.0,6468.27,7101.94,125009.857539,0.0,0.07259969431707658,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-17 00:00:00+00:00,7101.99,7148.12,6972.98,7027.55,54126.509762999995,0.0,-0.010474602714187875,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-18 00:00:00+00:00,7026.78,7293.08,7014.4,7248.6,49488.542818999995,0.0,0.03145477442351896,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-19 00:00:00+00:00,7248.6,7266.15,7055.6,7120.74,45664.86393,0.0,-0.01763926827249407,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-20 00:00:00+00:00,7121.4,7220.0,6751.0,6826.83,90149.49137,0.0,-0.04127520454334799,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-21 00:00:00+00:00,6828.98,6940.0,6762.0,6841.37,60109.710808,0.0,0.002129831854609021,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-22 00:00:00+00:00,6841.36,7156.38,6818.0,7125.14,61486.377334000004,0.0,0.04147853427018289,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-23 00:00:00+00:00,7125.12,7738.0,7020.0,7482.39,102773.56956100001,0.0,0.050139365682639214,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-24 00:00:00+00:00,7483.96,7615.96,7388.0,7505.0,60182.119939,0.0,0.0030217617632868343,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-25 00:00:00+00:00,7505.0,7705.0,7431.07,7538.67,43874.427726,0.0,0.004486342438374535,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-26 00:00:00+00:00,7539.03,7700.0,7480.0,7693.1,50522.616209,0.0,0.020485045770673116,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-27 00:00:00+00:00,7693.1,7792.02,7606.0,7774.62,65441.339576,0.0,0.010596508559618245,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-28 00:00:00+00:00,7773.51,7780.0,7659.12,7738.98,46302.752638,0.0,-0.004584146877918194,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-04-29 00:00:00+00:00,7738.58,8952.89,7710.05,8778.57,183546.887514,0.0,0.13433165610971987,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-04-30 00:00:00+00:00,8778.58,9460.0,8401.0,8620.0,206277.214124,0.0,-0.018063306438292348,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-01 00:00:00+00:00,8620.0,9059.18,8613.56,8826.96,91468.815059,0.0,0.024009280742459227,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-02 00:00:00+00:00,8825.67,9010.0,8753.0,8972.05,59002.08755,0.0,0.016437142572301333,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-03 00:00:00+00:00,8972.58,9200.0,8712.0,8894.16,90126.06564300001,0.0,-0.008681405030065537,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-04 00:00:00+00:00,8894.15,8950.0,8522.0,8871.96,84418.512331,0.0,-0.0024960198602229644,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-05 00:00:00+00:00,8871.92,9118.58,8760.0,9021.83,76480.765342,0.0,0.016892546855486357,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-06 00:00:00+00:00,9021.36,9395.0,8906.21,9142.92,105925.30242,0.0,0.013421888907239499,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-07 00:00:00+00:00,9143.4,10067.0,9021.0,9986.4,147154.611378,0.0,0.09225499074693855,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-08 00:00:00+00:00,9986.3,10035.96,9705.0,9800.01,100683.79639999999,0.0,-0.018664383561643794,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-09 00:00:00+00:00,9800.02,9914.25,9520.0,9539.4,81950.679567,0.0,-0.02659283000731638,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-10 00:00:00+00:00,9539.1,9574.83,8117.0,8722.77,183865.182028,0.0,-0.0856060129567896,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-11 00:00:00+00:00,8722.77,9168.0,8200.0,8561.52,168807.251832,0.0,-0.018486100172307673,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-12 00:00:00+00:00,8562.04,8978.26,8528.78,8810.79,86522.78006599999,0.0,0.029115157121632596,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-13 00:00:00+00:00,8810.99,9398.0,8792.99,9309.37,92466.274018,0.0,0.0565874342709336,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-14 00:00:00+00:00,9309.35,9939.0,9256.76,9791.98,129565.37747,0.0,0.051841316866769516,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-15 00:00:00+00:00,9791.97,9845.62,9150.0,9316.42,115890.761516,0.0,-0.048566275666412695,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-16 00:00:00+00:00,9315.96,9588.0,9220.0,9381.27,59587.627862,0.0,0.006960828300999866,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-17 00:00:00+00:00,9380.81,9888.0,9322.1,9680.04,68647.764323,0.0,0.031847500391738004,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-18 00:00:00+00:00,9681.11,9950.0,9464.23,9733.93,82006.603583,0.0,0.005567125755678637,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-19 00:00:00+00:00,9733.93,9897.21,9474.0,9775.53,78539.760454,0.0,0.00427371061842452,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-20 00:00:00+00:00,9775.13,9842.0,9326.0,9511.43,74923.73809,0.0,-0.027016437983413688,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-21 00:00:00+00:00,9511.43,9578.47,8815.0,9068.65,108928.780969,0.0,-0.04655241115163555,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-22 00:00:00+00:00,9067.51,9271.0,8933.52,9170.0,58943.131024,0.0,0.011175864103256883,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-23 00:00:00+00:00,9170.0,9307.85,9070.0,9179.15,43526.296965999994,0.0,0.000997818974918241,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-24 00:00:00+00:00,9179.01,9298.0,8700.0,8720.34,70379.86645,0.0,-0.04998393097400078,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-25 00:00:00+00:00,8718.14,8979.66,8642.72,8900.35,62833.910949,0.0,0.020642543754027853,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-26 00:00:00+00:00,8900.35,9017.67,8700.0,8841.18,58299.770138,0.0,-0.006648053166448564,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-27 00:00:00+00:00,8841.0,9225.0,8811.73,9204.07,68910.355514,0.0,0.04104542606303685,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-28 00:00:00+00:00,9204.07,9625.47,9110.0,9575.89,74110.787662,0.0,0.04039734595673439,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-29 00:00:00+00:00,9575.87,9605.26,9330.0,9427.07,57374.362961000006,0.0,-0.015541114194085326,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-05-30 00:00:00+00:00,9426.6,9740.0,9331.23,9697.72,55665.272540000005,0.0,0.02870987486037535,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-05-31 00:00:00+00:00,9697.72,9700.0,9381.41,9448.27,48333.786403,0.0,-0.025722540968392438,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-06-01 00:00:00+00:00,9448.27,10380.0,9421.67,10200.77,76649.12696,0.0,0.07964420999823241,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-02 00:00:00+00:00,10202.71,10228.99,9266.0,9518.04,108970.773151,0.0,-0.06692926122243703,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-06-03 00:00:00+00:00,9518.02,9690.0,9365.21,9666.24,46252.644939,0.0,0.015570432568049686,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-04 00:00:00+00:00,9666.32,9881.63,9450.0,9789.06,57456.10096900001,0.0,0.01270607806137658,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-05 00:00:00+00:00,9788.14,9854.75,9581.0,9621.16,47788.05005,0.0,-0.01715180007069117,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-06-06 00:00:00+00:00,9621.17,9735.0,9531.05,9666.3,32752.950893,0.0,0.004691741952113748,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-07 00:00:00+00:00,9666.85,9802.0,9372.46,9746.99,57952.848385000005,0.0,0.00834755801082121,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-08 00:00:00+00:00,9746.99,9800.0,9633.0,9782.01,40664.664124999996,0.0,0.0035929040657680655,0.0,0.0,0.0,0.0,100000.0,0.0,2020
2020-06-09 00:00:00+00:00,9782.0,9877.0,9570.0,9772.43,46024.001289,0.0,-0.0009793488250369187,0.0,0.0,0.0,-0.0,100000.0,0.0,2020
2020-06-10 00:00:00+00:00,9772.44,9992.72,9704.18,9885.0,47130.762982,0.0,0.011519141093873309,0.0,0.0,0.0,0.0,100000.0,0.0,2020
