ts,coin,gross_bps,best_buy,best_sell,mid_price
2026-06-30T11:55:18.603096+00:00,BTC,0.865,okx,binance,59206.36
2026-06-30T11:55:18.603096+00:00,ETH,0.000,binance,bybit,1578.18
2026-06-30T11:55:18.603096+00:00,SOL,0.000,bybit,binance,73.44
2026-06-30T11:55:18.603096+00:00,BNB,0.000,binance,binance,547.63
2026-06-30T11:55:18.603096+00:00,XRP,0.963,bybit,okx,1.04
2026-06-30T11:55:18.603096+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T11:55:18.603096+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T11:55:18.603096+00:00,AVAX,1.530,binance,bybit,6.54
2026-06-30T11:55:18.603096+00:00,LINK,0.000,binance,okx,7.26
2026-06-30T11:55:18.603096+00:00,DOT,0.000,okx,bybit,0.81
2026-06-30T11:55:18.603096+00:00,TRX,0.000,okx,binance,0.32
2026-06-30T11:55:18.603096+00:00,SHIB,0.000,okx,bybit,0.00
2026-06-30T11:55:18.603096+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T11:56:20.738776+00:00,BTC,0.946,bybit,okx,59171.30
2026-06-30T11:56:20.738776+00:00,ETH,1.141,bybit,okx,1578.07
2026-06-30T11:56:20.738776+00:00,SOL,2.726,bybit,okx,73.37
2026-06-30T11:56:20.738776+00:00,BNB,0.000,binance,binance,547.17
2026-06-30T11:56:20.738776+00:00,XRP,0.964,bybit,okx,1.04
2026-06-30T11:56:20.738776+00:00,DOGE,4.207,binance,okx,0.07
2026-06-30T11:56:20.738776+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T11:56:20.738776+00:00,AVAX,0.000,binance,binance,6.53
2026-06-30T11:56:20.738776+00:00,LINK,0.000,binance,binance,7.25
2026-06-30T11:56:20.738776+00:00,DOT,0.000,okx,bybit,0.81
2026-06-30T11:56:20.738776+00:00,TRX,2.520,okx,binance,0.32
2026-06-30T11:56:20.738776+00:00,SHIB,-2.374,bybit,okx,0.00
2026-06-30T11:56:20.738776+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T11:57:23.554321+00:00,BTC,1.524,okx,binance,59173.91
2026-06-30T11:57:23.554321+00:00,ETH,0.761,okx,binance,1577.70
2026-06-30T11:57:23.554321+00:00,SOL,0.000,bybit,binance,73.36
2026-06-30T11:57:23.554321+00:00,BNB,0.000,binance,binance,547.38
2026-06-30T11:57:23.554321+00:00,XRP,0.964,bybit,binance,1.04
2026-06-30T11:57:23.554321+00:00,DOGE,1.402,binance,okx,0.07
2026-06-30T11:57:23.554321+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T11:57:23.554321+00:00,AVAX,0.000,binance,okx,6.53
2026-06-30T11:57:23.554321+00:00,LINK,0.000,bybit,binance,7.25
2026-06-30T11:57:23.554321+00:00,DOT,0.000,okx,bybit,0.81
2026-06-30T11:57:23.554321+00:00,TRX,1.575,okx,binance,0.32
2026-06-30T11:57:23.554321+00:00,SHIB,-2.373,bybit,okx,0.00
2026-06-30T11:57:23.554321+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T11:58:26.601381+00:00,BTC,0.896,okx,binance,59169.35
2026-06-30T11:58:26.601381+00:00,ETH,0.444,binance,okx,1577.32
2026-06-30T11:58:26.601381+00:00,SOL,0.000,binance,okx,73.36
2026-06-30T11:58:26.601381+00:00,BNB,0.000,binance,binance,547.37
2026-06-30T11:58:26.601381+00:00,XRP,0.964,bybit,binance,1.04
2026-06-30T11:58:26.601381+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T11:58:26.601381+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T11:58:26.601381+00:00,AVAX,0.000,binance,binance,6.53
2026-06-30T11:58:26.601381+00:00,LINK,0.000,binance,bybit,7.25
2026-06-30T11:58:26.601381+00:00,DOT,1.232,okx,bybit,0.81
2026-06-30T11:58:26.601381+00:00,TRX,3.152,okx,binance,0.32
2026-06-30T11:58:26.601381+00:00,SHIB,-2.371,bybit,okx,0.00
2026-06-30T11:58:26.601381+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T11:59:27.984313+00:00,BTC,0.336,binance,okx,59183.01
2026-06-30T11:59:27.984313+00:00,ETH,0.570,binance,okx,1578.49
2026-06-30T11:59:27.984313+00:00,SOL,0.000,binance,binance,73.40
2026-06-30T11:59:27.984313+00:00,BNB,0.000,binance,binance,547.61
2026-06-30T11:59:27.984313+00:00,XRP,0.963,bybit,okx,1.04
2026-06-30T11:59:27.984313+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T11:59:27.984313+00:00,ADA,0.000,binance,bybit,0.14
2026-06-30T11:59:27.984313+00:00,AVAX,0.000,binance,okx,6.54
2026-06-30T11:59:27.984313+00:00,LINK,0.000,binance,binance,7.26
2026-06-30T11:59:27.984313+00:00,DOT,1.232,binance,bybit,0.81
2026-06-30T11:59:27.984313+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T11:59:27.984313+00:00,SHIB,0.000,okx,okx,0.00
2026-06-30T11:59:27.984313+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:01:37.612395+00:00,BTC,0.998,bybit,okx,59148.25
2026-06-30T12:01:37.612395+00:00,ETH,1.141,bybit,binance,1577.75
2026-06-30T12:01:37.612395+00:00,SOL,0.000,binance,binance,73.34
2026-06-30T12:01:37.612395+00:00,BNB,0.000,binance,binance,547.40
2026-06-30T12:01:37.612395+00:00,XRP,0.000,bybit,binance,1.04
2026-06-30T12:01:37.612395+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:01:37.612395+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T12:01:37.612395+00:00,AVAX,0.000,binance,bybit,6.52
2026-06-30T12:01:37.612395+00:00,LINK,0.000,binance,okx,7.25
2026-06-30T12:01:37.612395+00:00,DOT,2.466,binance,bybit,0.81
2026-06-30T12:01:37.612395+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T12:01:37.612395+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:01:37.612395+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T12:02:30.823862+00:00,BTC,0.643,bybit,okx,59110.30
2026-06-30T12:02:30.823862+00:00,ETH,1.078,bybit,okx,1577.10
2026-06-30T12:02:30.823862+00:00,SOL,0.000,binance,okx,73.27
2026-06-30T12:02:30.823862+00:00,BNB,1.462,binance,okx,547.26
2026-06-30T12:02:30.823862+00:00,XRP,0.964,binance,okx,1.04
2026-06-30T12:02:30.823862+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:02:30.823862+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:02:30.823862+00:00,AVAX,0.000,okx,binance,6.52
2026-06-30T12:02:30.823862+00:00,LINK,0.000,binance,okx,7.25
2026-06-30T12:02:30.823862+00:00,DOT,-1.233,okx,bybit,0.81
2026-06-30T12:02:30.823862+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T12:02:30.823862+00:00,SHIB,-2.375,binance,okx,0.00
2026-06-30T12:02:30.823862+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:02:37.486411+00:00,BTC,0.643,bybit,okx,59110.30
2026-06-30T12:02:37.486411+00:00,ETH,1.902,bybit,okx,1577.03
2026-06-30T12:02:37.486411+00:00,SOL,0.000,binance,bybit,73.27
2026-06-30T12:02:37.486411+00:00,BNB,2.376,binance,okx,547.23
2026-06-30T12:02:37.486411+00:00,XRP,0.964,binance,okx,1.04
2026-06-30T12:02:37.486411+00:00,DOGE,1.405,binance,bybit,0.07
2026-06-30T12:02:37.486411+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:02:37.486411+00:00,AVAX,1.535,okx,binance,6.52
2026-06-30T12:02:37.486411+00:00,LINK,0.000,binance,okx,7.25
2026-06-30T12:02:37.486411+00:00,DOT,-1.233,okx,bybit,0.81
2026-06-30T12:02:37.486411+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T12:02:37.486411+00:00,SHIB,0.000,binance,bybit,0.00
2026-06-30T12:02:37.486411+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:02:39.337968+00:00,BTC,0.151,bybit,binance,59100.54
2026-06-30T12:02:39.337968+00:00,ETH,2.093,bybit,binance,1576.89
2026-06-30T12:02:39.337968+00:00,SOL,1.365,bybit,okx,73.25
2026-06-30T12:02:39.337968+00:00,BNB,2.376,binance,okx,547.23
2026-06-30T12:02:39.337968+00:00,XRP,0.964,bybit,okx,1.04
2026-06-30T12:02:39.337968+00:00,DOGE,1.405,binance,okx,0.07
2026-06-30T12:02:39.337968+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:02:39.337968+00:00,AVAX,0.000,binance,binance,6.52
2026-06-30T12:02:39.337968+00:00,LINK,0.000,binance,okx,7.25
2026-06-30T12:02:39.337968+00:00,DOT,-1.233,okx,bybit,0.81
2026-06-30T12:02:39.337968+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T12:02:39.337968+00:00,SHIB,0.000,binance,okx,0.00
2026-06-30T12:02:39.337968+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:02:43.623300+00:00,BTC,0.151,bybit,binance,59100.54
2026-06-30T12:02:43.623300+00:00,ETH,0.190,bybit,binance,1577.01
2026-06-30T12:02:43.623300+00:00,SOL,0.000,bybit,binance,73.26
2026-06-30T12:02:43.623300+00:00,BNB,0.000,binance,binance,547.16
2026-06-30T12:02:43.623300+00:00,XRP,0.000,binance,okx,1.04
2026-06-30T12:02:43.623300+00:00,DOGE,0.000,bybit,binance,0.07
2026-06-30T12:02:43.623300+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:02:43.623300+00:00,AVAX,0.000,binance,binance,6.52
2026-06-30T12:02:43.623300+00:00,LINK,0.000,binance,okx,7.25
2026-06-30T12:02:43.623300+00:00,DOT,0.000,okx,bybit,0.81
2026-06-30T12:02:43.623300+00:00,TRX,0.945,okx,binance,0.32
2026-06-30T12:02:43.623300+00:00,SHIB,2.376,okx,bybit,0.00
2026-06-30T12:02:43.623300+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T12:03:41.279431+00:00,BTC,0.322,bybit,binance,59071.45
2026-06-30T12:03:41.279431+00:00,ETH,1.333,bybit,binance,1575.38
2026-06-30T12:03:41.279431+00:00,SOL,0.000,bybit,binance,73.23
2026-06-30T12:03:41.279431+00:00,BNB,0.000,binance,okx,547.10
2026-06-30T12:03:41.279431+00:00,XRP,0.000,binance,binance,1.04
2026-06-30T12:03:41.279431+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:03:41.279431+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:03:41.279431+00:00,AVAX,0.000,okx,binance,6.51
2026-06-30T12:03:41.279431+00:00,LINK,0.000,binance,okx,7.24
2026-06-30T12:03:41.279431+00:00,DOT,2.469,binance,bybit,0.81
2026-06-30T12:03:41.279431+00:00,TRX,0.000,okx,binance,0.32
2026-06-30T12:03:41.279431+00:00,SHIB,-2.375,binance,okx,0.00
2026-06-30T12:03:41.279431+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T12:05:51.803932+00:00,BTC,0.813,okx,binance,59056.60
2026-06-30T12:05:51.803932+00:00,ETH,1.714,binance,okx,1575.28
2026-06-30T12:05:51.803932+00:00,SOL,0.000,bybit,binance,73.18
2026-06-30T12:05:51.803932+00:00,BNB,0.000,binance,okx,547.00
2026-06-30T12:05:51.803932+00:00,XRP,0.000,binance,okx,1.04
2026-06-30T12:05:51.803932+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:05:51.803932+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:05:51.803932+00:00,AVAX,1.538,binance,okx,6.50
2026-06-30T12:05:51.803932+00:00,LINK,0.000,binance,okx,7.24
2026-06-30T12:05:51.803932+00:00,DOT,2.467,okx,bybit,0.81
2026-06-30T12:05:51.803932+00:00,TRX,1.574,bybit,okx,0.32
2026-06-30T12:05:51.803932+00:00,SHIB,0.000,okx,okx,0.00
2026-06-30T12:05:51.803932+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T12:11:17.966464+00:00,BTC,0.865,bybit,binance,59062.65
2026-06-30T12:11:17.966464+00:00,ETH,1.270,bybit,binance,1574.42
2026-06-30T12:11:17.966464+00:00,SOL,0.000,bybit,binance,73.09
2026-06-30T12:11:17.966464+00:00,BNB,0.000,binance,binance,547.07
2026-06-30T12:11:17.966464+00:00,XRP,0.965,binance,okx,1.04
2026-06-30T12:11:17.966464+00:00,DOGE,1.410,binance,okx,0.07
2026-06-30T12:11:17.966464+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:11:17.966464+00:00,AVAX,0.000,binance,bybit,6.49
2026-06-30T12:11:17.966464+00:00,LINK,1.382,binance,bybit,7.24
2026-06-30T12:11:17.966464+00:00,DOT,1.234,okx,bybit,0.81
2026-06-30T12:11:17.966464+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:11:17.966464+00:00,SHIB,-2.383,okx,bybit,0.00
2026-06-30T12:11:17.966464+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:12:23.739061+00:00,BTC,2.065,bybit,okx,59084.80
2026-06-30T12:12:23.739061+00:00,ETH,3.875,binance,okx,1574.49
2026-06-30T12:12:23.739061+00:00,SOL,2.736,bybit,okx,73.11
2026-06-30T12:12:23.739061+00:00,BNB,1.827,bybit,okx,547.35
2026-06-30T12:12:23.739061+00:00,XRP,1.930,binance,okx,1.04
2026-06-30T12:12:23.739061+00:00,DOGE,2.821,bybit,okx,0.07
2026-06-30T12:12:23.739061+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T12:12:23.739061+00:00,AVAX,1.542,binance,okx,6.48
2026-06-30T12:12:23.739061+00:00,LINK,2.763,binance,okx,7.24
2026-06-30T12:12:23.739061+00:00,DOT,0.000,okx,bybit,0.81
2026-06-30T12:12:23.739061+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:12:23.739061+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:12:23.739061+00:00,ATOM,0.000,binance,okx,1.51
2026-06-30T12:13:24.804198+00:00,BTC,0.711,bybit,okx,59072.40
2026-06-30T12:13:24.804198+00:00,ETH,1.969,bybit,okx,1574.30
2026-06-30T12:13:24.804198+00:00,SOL,0.000,bybit,binance,73.09
2026-06-30T12:13:24.804198+00:00,BNB,0.365,binance,okx,547.59
2026-06-30T12:13:24.804198+00:00,XRP,0.000,binance,okx,1.04
2026-06-30T12:13:24.804198+00:00,DOGE,1.410,binance,okx,0.07
2026-06-30T12:13:24.804198+00:00,ADA,0.000,binance,okx,0.14
2026-06-30T12:13:24.804198+00:00,AVAX,0.000,okx,binance,6.48
2026-06-30T12:13:24.804198+00:00,LINK,0.000,binance,okx,7.24
2026-06-30T12:13:24.804198+00:00,DOT,3.704,binance,bybit,0.81
2026-06-30T12:13:24.804198+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:13:24.804198+00:00,SHIB,0.000,okx,okx,0.00
2026-06-30T12:13:24.804198+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:14:25.899200+00:00,BTC,0.671,okx,binance,59030.08
2026-06-30T12:14:25.899200+00:00,ETH,0.381,bybit,okx,1573.57
2026-06-30T12:14:25.899200+00:00,SOL,0.000,bybit,binance,73.00
2026-06-30T12:14:25.899200+00:00,BNB,0.548,binance,okx,547.28
2026-06-30T12:14:25.899200+00:00,XRP,0.000,binance,binance,1.04
2026-06-30T12:14:25.899200+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:14:25.899200+00:00,ADA,0.000,binance,bybit,0.14
2026-06-30T12:14:25.899200+00:00,AVAX,0.000,binance,binance,6.47
2026-06-30T12:14:25.899200+00:00,LINK,0.000,binance,okx,7.23
2026-06-30T12:14:25.899200+00:00,DOT,2.473,okx,bybit,0.81
2026-06-30T12:14:25.899200+00:00,TRX,0.315,binance,okx,0.32
2026-06-30T12:14:25.899200+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:14:25.899200+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:15:26.852488+00:00,BTC,0.678,bybit,okx,59034.20
2026-06-30T12:15:26.852488+00:00,ETH,0.191,binance,okx,1573.16
2026-06-30T12:15:26.852488+00:00,SOL,0.000,binance,okx,72.98
2026-06-30T12:15:26.852488+00:00,BNB,0.000,binance,okx,547.30
2026-06-30T12:15:26.852488+00:00,XRP,0.000,bybit,binance,1.03
2026-06-30T12:15:26.852488+00:00,DOGE,1.415,binance,okx,0.07
2026-06-30T12:15:26.852488+00:00,ADA,0.000,binance,bybit,0.14
2026-06-30T12:15:26.852488+00:00,AVAX,1.544,okx,bybit,6.48
2026-06-30T12:15:26.852488+00:00,LINK,1.384,binance,bybit,7.23
2026-06-30T12:15:26.852488+00:00,DOT,2.472,okx,bybit,0.81
2026-06-30T12:15:26.852488+00:00,TRX,0.945,binance,okx,0.32
2026-06-30T12:15:26.852488+00:00,SHIB,0.000,okx,okx,0.00
2026-06-30T12:15:26.852488+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:16:28.830547+00:00,BTC,1.186,bybit,binance,59028.50
2026-06-30T12:16:28.830547+00:00,ETH,0.382,binance,okx,1572.36
2026-06-30T12:16:28.830547+00:00,SOL,1.370,bybit,okx,72.97
2026-06-30T12:16:28.830547+00:00,BNB,0.000,binance,binance,547.22
2026-06-30T12:16:28.830547+00:00,XRP,0.000,binance,binance,1.03
2026-06-30T12:16:28.830547+00:00,DOGE,1.417,binance,okx,0.07
2026-06-30T12:16:28.830547+00:00,ADA,0.000,binance,bybit,0.14
2026-06-30T12:16:28.830547+00:00,AVAX,0.000,bybit,binance,6.47
2026-06-30T12:16:28.830547+00:00,LINK,1.384,binance,okx,7.22
2026-06-30T12:16:28.830547+00:00,DOT,1.235,okx,bybit,0.81
2026-06-30T12:16:28.830547+00:00,TRX,0.945,binance,okx,0.32
2026-06-30T12:16:28.830547+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:16:28.830547+00:00,ATOM,0.000,bybit,binance,1.51
2026-06-30T12:17:30.246915+00:00,BTC,1.694,okx,bybit,59039.10
2026-06-30T12:17:30.246915+00:00,ETH,1.145,binance,bybit,1572.57
2026-06-30T12:17:30.246915+00:00,SOL,0.000,binance,binance,72.98
2026-06-30T12:17:30.246915+00:00,BNB,0.000,binance,okx,547.40
2026-06-30T12:17:30.246915+00:00,XRP,0.967,okx,binance,1.03
2026-06-30T12:17:30.246915+00:00,DOGE,2.836,okx,bybit,0.07
2026-06-30T12:17:30.246915+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:17:30.246915+00:00,AVAX,0.000,binance,bybit,6.47
2026-06-30T12:17:30.246915+00:00,LINK,0.000,binance,bybit,7.23
2026-06-30T12:17:30.246915+00:00,DOT,2.471,okx,bybit,0.81
2026-06-30T12:17:30.246915+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:17:30.246915+00:00,SHIB,-2.385,bybit,okx,0.00
2026-06-30T12:17:30.246915+00:00,ATOM,0.000,bybit,binance,1.51
2026-06-30T12:18:31.494154+00:00,BTC,0.813,bybit,okx,59067.40
2026-06-30T12:18:31.494154+00:00,ETH,0.763,binance,okx,1573.63
2026-06-30T12:18:31.494154+00:00,SOL,1.369,bybit,okx,73.05
2026-06-30T12:18:31.494154+00:00,BNB,0.365,binance,okx,547.59
2026-06-30T12:18:31.494154+00:00,XRP,0.000,binance,binance,1.03
2026-06-30T12:18:31.494154+00:00,DOGE,0.000,binance,binance,0.07
2026-06-30T12:18:31.494154+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:18:31.494154+00:00,AVAX,0.000,okx,binance,6.47
2026-06-30T12:18:31.494154+00:00,LINK,1.383,binance,bybit,7.23
2026-06-30T12:18:31.494154+00:00,DOT,2.469,binance,bybit,0.81
2026-06-30T12:18:31.494154+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:18:31.494154+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:18:31.494154+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:19:32.552616+00:00,BTC,0.966,bybit,binance,59029.15
2026-06-30T12:19:32.552616+00:00,ETH,0.636,binance,okx,1572.20
2026-06-30T12:19:32.552616+00:00,SOL,0.000,binance,okx,72.97
2026-06-30T12:19:32.552616+00:00,BNB,0.913,binance,okx,547.38
2026-06-30T12:19:32.552616+00:00,XRP,0.000,okx,binance,1.03
2026-06-30T12:19:32.552616+00:00,DOGE,1.417,binance,okx,0.07
2026-06-30T12:19:32.552616+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:19:32.552616+00:00,AVAX,0.000,binance,bybit,6.46
2026-06-30T12:19:32.552616+00:00,LINK,0.000,binance,okx,7.22
2026-06-30T12:19:32.552616+00:00,DOT,1.236,okx,bybit,0.81
2026-06-30T12:19:32.552616+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:19:32.552616+00:00,SHIB,0.000,okx,okx,0.00
2026-06-30T12:19:32.552616+00:00,ATOM,0.000,bybit,binance,1.51
2026-06-30T12:20:34.292232+00:00,BTC,1.136,bybit,okx,58998.75
2026-06-30T12:20:34.292232+00:00,ETH,0.573,binance,okx,1571.11
2026-06-30T12:20:34.292232+00:00,SOL,0.000,binance,okx,72.89
2026-06-30T12:20:34.292232+00:00,BNB,0.000,binance,okx,547.30
2026-06-30T12:20:34.292232+00:00,XRP,0.000,bybit,binance,1.03
2026-06-30T12:20:34.292232+00:00,DOGE,1.417,binance,okx,0.07
2026-06-30T12:20:34.292232+00:00,ADA,0.000,binance,bybit,0.14
2026-06-30T12:20:34.292232+00:00,AVAX,1.547,binance,bybit,6.46
2026-06-30T12:20:34.292232+00:00,LINK,1.386,binance,bybit,7.22
2026-06-30T12:20:34.292232+00:00,DOT,1.237,okx,bybit,0.81
2026-06-30T12:20:34.292232+00:00,TRX,0.000,okx,okx,0.32
2026-06-30T12:20:34.292232+00:00,SHIB,0.000,bybit,okx,0.00
2026-06-30T12:20:34.292232+00:00,ATOM,0.000,bybit,binance,1.51
2026-06-30T12:21:35.807597+00:00,BTC,0.560,bybit,okx,58957.85
2026-06-30T12:21:35.807597+00:00,ETH,1.401,binance,okx,1569.89
2026-06-30T12:21:35.807597+00:00,SOL,1.373,bybit,okx,72.84
2026-06-30T12:21:35.807597+00:00,BNB,1.097,binance,okx,547.07
2026-06-30T12:21:35.807597+00:00,XRP,0.000,okx,binance,1.03
2026-06-30T12:21:35.807597+00:00,DOGE,0.000,binance,okx,0.07
2026-06-30T12:21:35.807597+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:21:35.807597+00:00,AVAX,0.000,bybit,binance,6.46
2026-06-30T12:21:35.807597+00:00,LINK,1.386,binance,okx,7.21
2026-06-30T12:21:35.807597+00:00,DOT,1.237,okx,bybit,0.81
2026-06-30T12:21:35.807597+00:00,TRX,1.891,okx,binance,0.32
2026-06-30T12:21:35.807597+00:00,SHIB,-2.387,binance,okx,0.00
2026-06-30T12:21:35.807597+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:22:37.727023+00:00,BTC,2.918,bybit,okx,58946.20
2026-06-30T12:22:37.727023+00:00,ETH,4.525,bybit,okx,1569.38
2026-06-30T12:22:37.727023+00:00,SOL,1.374,bybit,okx,72.81
2026-06-30T12:22:37.727023+00:00,BNB,0.366,binance,okx,546.79
2026-06-30T12:22:37.727023+00:00,XRP,0.968,bybit,okx,1.03
2026-06-30T12:22:37.727023+00:00,DOGE,5.675,binance,okx,0.07
2026-06-30T12:22:37.727023+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:22:37.727023+00:00,AVAX,3.103,binance,okx,6.45
2026-06-30T12:22:37.727023+00:00,LINK,2.776,binance,okx,7.21
2026-06-30T12:22:37.727023+00:00,DOT,0.000,okx,okx,0.81
2026-06-30T12:22:37.727023+00:00,TRX,1.891,okx,binance,0.32
2026-06-30T12:22:37.727023+00:00,SHIB,-2.389,bybit,okx,0.00
2026-06-30T12:22:37.727023+00:00,ATOM,0.000,bybit,binance,1.51
2026-06-30T12:23:40.006375+00:00,BTC,1.168,bybit,binance,58916.14
2026-06-30T12:23:40.006375+00:00,ETH,1.596,bybit,okx,1566.90
2026-06-30T12:23:40.006375+00:00,SOL,0.000,bybit,binance,72.72
2026-06-30T12:23:40.006375+00:00,BNB,2.379,binance,okx,546.43
2026-06-30T12:23:40.006375+00:00,XRP,0.969,okx,bybit,1.03
2026-06-30T12:23:40.006375+00:00,DOGE,1.422,bybit,okx,0.07
2026-06-30T12:23:40.006375+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:23:40.006375+00:00,AVAX,0.000,binance,okx,6.43
2026-06-30T12:23:40.006375+00:00,LINK,0.000,binance,binance,7.19
2026-06-30T12:23:40.006375+00:00,DOT,2.487,okx,bybit,0.80
2026-06-30T12:23:40.006375+00:00,TRX,1.261,okx,binance,0.32
2026-06-30T12:23:40.006375+00:00,SHIB,-2.392,binance,okx,0.00
2026-06-30T12:23:40.006375+00:00,ATOM,0.000,okx,binance,1.50
2026-06-30T12:24:40.872164+00:00,BTC,0.773,bybit,binance,58857.18
2026-06-30T12:24:40.872164+00:00,ETH,1.214,bybit,okx,1565.66
2026-06-30T12:24:40.872164+00:00,SOL,0.000,bybit,binance,72.64
2026-06-30T12:24:40.872164+00:00,BNB,1.099,binance,okx,545.87
2026-06-30T12:24:40.872164+00:00,XRP,0.000,binance,bybit,1.03
2026-06-30T12:24:40.872164+00:00,DOGE,1.423,binance,bybit,0.07
2026-06-30T12:24:40.872164+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:24:40.872164+00:00,AVAX,0.000,okx,binance,6.42
2026-06-30T12:24:40.872164+00:00,LINK,1.391,binance,bybit,7.19
2026-06-30T12:24:40.872164+00:00,DOT,3.731,binance,bybit,0.80
2026-06-30T12:24:40.872164+00:00,TRX,0.000,okx,binance,0.32
2026-06-30T12:24:40.872164+00:00,SHIB,-2.392,binance,okx,0.00
2026-06-30T12:24:40.872164+00:00,ATOM,0.000,binance,binance,1.50
2026-06-30T12:25:42.197106+00:00,BTC,1.309,bybit,binance,58846.15
2026-06-30T12:25:42.197106+00:00,ETH,1.341,binance,okx,1566.38
2026-06-30T12:25:42.197106+00:00,SOL,0.000,binance,okx,72.66
2026-06-30T12:25:42.197106+00:00,BNB,0.550,binance,okx,545.88
2026-06-30T12:25:42.197106+00:00,XRP,0.000,binance,bybit,1.03
2026-06-30T12:25:42.197106+00:00,DOGE,2.843,binance,okx,0.07
2026-06-30T12:25:42.197106+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:25:42.197106+00:00,AVAX,0.000,binance,binance,6.43
2026-06-30T12:25:42.197106+00:00,LINK,0.000,binance,okx,7.20
2026-06-30T12:25:42.197106+00:00,DOT,2.485,okx,bybit,0.80
2026-06-30T12:25:42.197106+00:00,TRX,0.315,okx,binance,0.32
2026-06-30T12:25:42.197106+00:00,SHIB,0.000,binance,bybit,0.00
2026-06-30T12:25:42.197106+00:00,ATOM,0.000,binance,binance,1.51
2026-06-30T12:26:43.160163+00:00,BTC,0.833,okx,binance,58796.95
2026-06-30T12:26:43.160163+00:00,ETH,0.831,binance,bybit,1564.95
2026-06-30T12:26:43.160163+00:00,SOL,0.000,binance,okx,72.65
2026-06-30T12:26:43.160163+00:00,BNB,0.000,binance,binance,545.62
2026-06-30T12:26:43.160163+00:00,XRP,0.000,okx,binance,1.03
2026-06-30T12:26:43.160163+00:00,DOGE,1.422,binance,okx,0.07
2026-06-30T12:26:43.160163+00:00,ADA,0.000,binance,binance,0.14
2026-06-30T12:26:43.160163+00:00,AVAX,0.000,okx,binance,6.43
